Probe	EnsemblID	symbol	name
ENSG00000229207.1	ENSG00000229207	SERPINH1P1	serpin peptidase inhibitor, clade H1, pseudogene 1
ENSG00000229209.1	ENSG00000229209	AC073987.1	NA
ENSG00000229211.3	ENSG00000229211	KCTD9P6	potassium channel tetramerization domain containing 9 pseudogene 6
ENSG00000229212.6	ENSG00000229212	RP11-561C5.4	NA
ENSG00000229214.1	ENSG00000229214	LINC00242	long intergenic non-protein coding RNA 242
ENSG00000229220.1	ENSG00000229220	RP11-47A17.2	NA
ENSG00000229221.1	ENSG00000229221	HNRNPA1P66	heterogeneous nuclear ribonucleoprotein A1 pseudogene 66
ENSG00000229222.1	ENSG00000229222	KRT18P4	keratin 18 pseudogene 4
ENSG00000229224.1	ENSG00000229224	AC105398.3	NA
ENSG00000229227.7	ENSG00000229227	RP11-38L15.2	NA
ENSG00000229228.1	ENSG00000229228	LINC00582	long intergenic non-protein coding RNA 582
ENSG00000229229.1	ENSG00000229229	AC022201.4	NA
ENSG00000229230.3	ENSG00000229230	MT1P3	metallothionein 1 pseudogene 3
ENSG00000229231.1	ENSG00000229231	FEM1AP1	fem-1 homolog a (C. elegans) pseudogene 1
ENSG00000229233.1	ENSG00000229233	CTD-2320J21.2	NA
ENSG00000229235.1	ENSG00000229235	RP11-8L18.3	NA
ENSG00000229237.2	ENSG00000229237	HMGN1P37	high mobility group nucleosome binding domain 1 pseudogene 37
ENSG00000229238.3	ENSG00000229238	PPP1R12BP1	protein phosphatase 1 regulatory subunit 12B pseudogene 1
ENSG00000229239.2	ENSG00000229239	RP11-223J15.2	NA
ENSG00000229241.1	ENSG00000229241	PNPT1P1	polyribonucleotide nucleotidyltransferase 1 pseudogene 1
ENSG00000229243.1	ENSG00000229243	LOC100996624	uncharacterized LOC100996624
ENSG00000229245.2	ENSG00000229245	RP11-542K23.7	NA
ENSG00000229246.1	ENSG00000229246	LINC00377	long intergenic non-protein coding RNA 377
ENSG00000229247.2	ENSG00000229247	RP11-492M19.3	NA
ENSG00000229248.1	ENSG00000229248	WBP2P1	WW domain binding protein 2 pseudogene 1
ENSG00000229250.1	ENSG00000229250	USP9YP31	ubiquitin specific peptidase 9, Y-linked pseudogene 31
ENSG00000229251.3	ENSG00000229251	HNRNPA1P8	heterogeneous nuclear ribonucleoprotein A1 pseudogene 8
ENSG00000229255.1	ENSG00000229255	RP11-407H12.8	NA
ENSG00000229256.1	ENSG00000229256	ST13P13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13
ENSG00000229257.2	ENSG00000229257	RP11-229P13.22	NA
ENSG00000229258.4	ENSG00000229258	RP11-552D8.1	NA
ENSG00000229259.1	ENSG00000229259	LRRC37A12P	leucine-rich repeat containing 37 member A12, pseudogene
ENSG00000229261.1	ENSG00000229261	LOC101928994	uncharacterized LOC101928994
ENSG00000229262.1	ENSG00000229262	RP4-726N1.2	NA
ENSG00000229263.1	ENSG00000229263	AC004691.5	NA
ENSG00000229267.2	ENSG00000229267	AC072062.1	NA
ENSG00000229268.1	ENSG00000229268	PES1P2	pescadillo ribosomal biogenesis factor 1 pseudogene 2
ENSG00000229269.1	ENSG00000229269	RP11-298A8.2	NA
ENSG00000229272.1	ENSG00000229272	RP11-498J9.2	NA
ENSG00000229273.1	ENSG00000229273	RP11-104G3.2	NA
ENSG00000229274.1	ENSG00000229274	LOC105375009	uncharacterized LOC105375009
ENSG00000229275.1	ENSG00000229275	LL22NC03-121E8.3	NA
ENSG00000229276.1	ENSG00000229276	REV3L-IT1	REV3L intronic transcript 1
ENSG00000229278.1	ENSG00000229278	RP11-483F11.7	NA
ENSG00000229280.1	ENSG00000229280	EEF1DP6	eukaryotic translation elongation factor 1 delta pseudogene 6
ENSG00000229281.1	ENSG00000229281	GPR53P	G protein-coupled receptor 53, pseudogene
ENSG00000229282.1	ENSG00000229282	RP1-40E16.2	NA
ENSG00000229283.1	ENSG00000229283	RP5-1125M8.2	NA
ENSG00000229288.1	ENSG00000229288	RP11-1E11.2	NA
ENSG00000229291.1	ENSG00000229291	RP4-580N22.2	NA
ENSG00000229292.1	ENSG00000229292	RFPL4AL1	ret finger protein like 4A like 1
ENSG00000229297.1	ENSG00000229297	RP11-540H22.2	NA
ENSG00000229298.1	ENSG00000229298	TUBB8P1	tubulin beta 8 class VIII pseudogene 1
ENSG00000229303.1	ENSG00000229303	PPIAP25	peptidylprolyl isomerase A (cyclophilin A) pseudogene 25
ENSG00000229305.1	ENSG00000229305	RP11-431K24.2	NA
ENSG00000229306.1	ENSG00000229306	AP001464.4	NA
ENSG00000229307.1	ENSG00000229307	LINC00459	long intergenic non-protein coding RNA 459
ENSG00000229309.2	ENSG00000229309	RP11-452B18.2	NA
ENSG00000229310.1	ENSG00000229310	RPP40P1	ribonuclease P/MRP 40kDa subunit pseudogene 1
ENSG00000229312.2	ENSG00000229312	RP11-470P21.2	NA
ENSG00000229313.1	ENSG00000229313	RP3-425P12.5	NA
ENSG00000229314.5	ENSG00000229314	ORM1	orosomucoid 1
ENSG00000229315.5	ENSG00000229315	MCHR2-AS1	MCHR2 antisense RNA 1
ENSG00000229316.1	ENSG00000229316	HMGB1P45	high mobility group box 1 pseudogene 45
ENSG00000229320.3	ENSG00000229320	KRT8P12	keratin 8 pseudogene 12
ENSG00000229321.1	ENSG00000229321	AC008269.2	NA
ENSG00000229323.1	ENSG00000229323	DLEU1-AS1	DLEU1 antisense RNA 1
ENSG00000229324.1	ENSG00000229324	NUTF2P7	nuclear transport factor 2 pseudogene 7
ENSG00000229325.1	ENSG00000229325	ACAP2-IT1	ACAP2 intronic transcript 1
ENSG00000229326.3	ENSG00000229326	AC069154.4	NA
ENSG00000229327.1	ENSG00000229327	RP11-135A24.2	NA
ENSG00000229330.2	ENSG00000229330	AC006947.1	NA
ENSG00000229331.1	ENSG00000229331	GK-IT1	GK intronic transcript 1
ENSG00000229334.1	ENSG00000229334	AC046143.3	NA
ENSG00000229335.1	ENSG00000229335	DANT1	DXZ4 associated non-coding transcript 1, proximal
ENSG00000229336.1	ENSG00000229336	AP000568.2	NA
ENSG00000229337.1	ENSG00000229337	AC079305.8	NA
ENSG00000229338.1	ENSG00000229338	RP11-92C4.4	NA
ENSG00000229339.1	ENSG00000229339	RP11-193I22.2	NA
ENSG00000229343.1	ENSG00000229343	CDY22P	chromodomain protein, Y-linked 22 pseudogene
ENSG00000229344.1	ENSG00000229344	MTCO2P12	MT-CO2 pseudogene 12
ENSG00000229345.1	ENSG00000229345	RP11-332M4.1	NA
ENSG00000229348.1	ENSG00000229348	HYI-AS1	HYI antisense RNA 1
ENSG00000229349.2	ENSG00000229349	ACTG1P9	actin gamma 1 pseudogene 9
ENSG00000229352.1	ENSG00000229352	AC007563.3	NA
ENSG00000229356.1	ENSG00000229356	LRRC3-AS1	LRRC3 antisense RNA 1 (head to head)
ENSG00000229357.1	ENSG00000229357	CYCSP51	cytochrome c, somatic pseudogene 51
ENSG00000229358.3	ENSG00000229358	DPY19L1P1	DPY19L1 pseudogene 1
ENSG00000229359.2	ENSG00000229359	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
ENSG00000229361.5	ENSG00000229361	UBTFL7	upstream binding transcription factor, RNA polymerase I-like 7 (pseudogene)
ENSG00000229367.1	ENSG00000229367	HMGN2P19	high mobility group nucleosomal binding domain 2 pseudogene 19
ENSG00000229368.1	ENSG00000229368	AC090587.4	NA
ENSG00000229369.1	ENSG00000229369	RP13-225O21.5	NA
ENSG00000229372.1	ENSG00000229372	SZT2-AS1	SZT2 antisense RNA 1
ENSG00000229373.7	ENSG00000229373	LINC00452	long intergenic non-protein coding RNA 452
ENSG00000229376.3	ENSG00000229376	CICP3	capicua transcriptional repressor pseudogene 3
ENSG00000229379.1	ENSG00000229379	AC006041.1	NA
ENSG00000229380.1	ENSG00000229380	LOC101927000	uncharacterized LOC101927000
ENSG00000229382.1	ENSG00000229382	BX322557.13	NA
ENSG00000229384.2	ENSG00000229384	HMGB1P16	high mobility group box 1 pseudogene 16
ENSG00000229385.1	ENSG00000229385	LOC101927987	uncharacterized LOC101927987
ENSG00000229386.2	ENSG00000229386	OR8B9P	olfactory receptor family 8 subfamily B member 9 pseudogene
ENSG00000229388.1	ENSG00000229388	RP11-442N24__B.1	NA
ENSG00000229390.1	ENSG00000229390	MICD	MHC class I polypeptide-related sequence D (pseudogene)
ENSG00000229391.6	ENSG00000229391	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
ENSG00000229393.1	ENSG00000229393	RP3-395M20.3	NA
ENSG00000229395.1	ENSG00000229395	AC013401.1	NA
ENSG00000229399.1	ENSG00000229399	RP11-378J18.6	NA
ENSG00000229400.1	ENSG00000229400	RP11-3L21.2	NA
ENSG00000229401.1	ENSG00000229401	MIR5689HG	MIR5689 host gene
ENSG00000229402.1	ENSG00000229402	AL162151.4	NA
ENSG00000229404.4	ENSG00000229404	LINC00858	long intergenic non-protein coding RNA 858
ENSG00000229405.1	ENSG00000229405	AC092580.1	NA
ENSG00000229406.1	ENSG00000229406	OFD1P4Y	OFD1 pseudogene 4, Y-linked
ENSG00000229407.4	ENSG00000229407	RP11-12M5.3	NA
ENSG00000229409.1	ENSG00000229409	RP11-494O16.3	NA
ENSG00000229413.2	ENSG00000229413	RP11-274B21.12	NA
ENSG00000229414.2	ENSG00000229414	KCNQ1-AS1	KCNQ1 antisense RNA 1
ENSG00000229415.8	ENSG00000229415	SFTA3	surfactant associated 3
ENSG00000229417.1	ENSG00000229417	NPM1P25	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 25
ENSG00000229419.1	ENSG00000229419	RALGAPA1P	Ral GTPase activating protein, alpha subunit 1 (catalytic) pseudogene
ENSG00000229421.1	ENSG00000229421	AC133141.1	NA
ENSG00000229422.1	ENSG00000229422	RP11-262H14.5	NA
ENSG00000229423.2	ENSG00000229423	RPL27AP8	ribosomal protein L27a pseudogene 8
ENSG00000229425.1	ENSG00000229425	AJ006998.2	NA
ENSG00000229427.1	ENSG00000229427	ANKRD26P4	ankyrin repeat domain 26 pseudogene 4
ENSG00000229431.1	ENSG00000229431	RP1-92O14.6	NA
ENSG00000229435.2	ENSG00000229435	PIP5K1P2	phosphatidylinositol-4-phosphate 5-kinase, type I, pseudogene 2
ENSG00000229436.1	ENSG00000229436	AC073850.6	NA
ENSG00000229442.2	ENSG00000229442	THEMIS3P	thymocyte selection associated family member 3, pseudogene
ENSG00000229443.1	ENSG00000229443	LINC00433	long intergenic non-protein coding RNA 433
ENSG00000229444.1	ENSG00000229444	LOC101929592	uncharacterized LOC101929592
ENSG00000229447.2	ENSG00000229447	RP11-490K7.4	NA
ENSG00000229453.2	ENSG00000229453	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)
ENSG00000229455.2	ENSG00000229455	RPS10P18	ribosomal protein S10 pseudogene 18
ENSG00000229456.1	ENSG00000229456	RLIMP1	ring finger protein, LIM domain interacting pseudogene 1
ENSG00000229457.1	ENSG00000229457	AC006227.1	NA
ENSG00000229459.1	ENSG00000229459	AC023669.1	NA
ENSG00000229462.1	ENSG00000229462	AC127383.1	NA
ENSG00000229463.2	ENSG00000229463	LYST-AS1	LYST antisense RNA 1
ENSG00000229465.1	ENSG00000229465	ACTG1P11	actin gamma 1 pseudogene 11
ENSG00000229468.1	ENSG00000229468	RPL39P18	ribosomal protein L39 pseudogene 18
ENSG00000229473.2	ENSG00000229473	RGS17P1	regulator of G-protein signaling 17 pseudogene 1
ENSG00000229474.5	ENSG00000229474	PATL2	PAT1 homolog 2
ENSG00000229481.2	ENSG00000229481	CTD-2554C21.3	NA
ENSG00000229484.1	ENSG00000229484	RP5-888M10.2	NA
ENSG00000229487.1	ENSG00000229487	ALG13-AS1	ALG13 antisense RNA 1
ENSG00000229491.4	ENSG00000229491	RP11-342D14.1	NA
ENSG00000229492.1	ENSG00000229492	AC004019.10	NA
ENSG00000229494.1	ENSG00000229494	LOC101927948	uncharacterized LOC101927948
ENSG00000229495.1	ENSG00000229495	RP11-173D14.3	NA
ENSG00000229497.1	ENSG00000229497	AC005189.6	NA
ENSG00000229498.1	ENSG00000229498	AC105053.3	NA
ENSG00000229500.1	ENSG00000229500	RPL17P1	ribosomal protein L17 pseudogene 1
ENSG00000229502.4	ENSG00000229502	RP11-52J3.2	NA
ENSG00000229503.1	ENSG00000229503	AC092155.1	NA
ENSG00000229505.1	ENSG00000229505	RP4-682E18.1	NA
ENSG00000229508.2	ENSG00000229508	PHKG1P4	phosphorylase kinase, gamma 1 pseudogene 4
ENSG00000229509.1	ENSG00000229509	RP11-421E17.4	NA
ENSG00000229511.1	ENSG00000229511	GAS2L1P1	growth arrest specific 2 like 1 pseudogene 1
ENSG00000229512.1	ENSG00000229512	AC068580.5	NA
ENSG00000229515.1	ENSG00000229515	FLT1P1	fms-related tyrosine kinase 1 pseudogene 1
ENSG00000229519.2	ENSG00000229519	RP11-58A11.2	NA
ENSG00000229521.2	ENSG00000229521	MYCBP2-AS2	MYCBP2 antisense RNA 2
ENSG00000229522.1	ENSG00000229522	LINC01523	long intergenic non-protein coding RNA 1523
ENSG00000229525.1	ENSG00000229525	AC053503.4	NA
ENSG00000229528.1	ENSG00000229528	RP5-1066H13.4	NA
ENSG00000229530.1	ENSG00000229530	RP11-62C3.8	NA
ENSG00000229531.4	ENSG00000229531	LOC101928696	uncharacterized LOC101928696
ENSG00000229533.1	ENSG00000229533	AC003986.5	NA
ENSG00000229534.1	ENSG00000229534	HNRNPA1P53	heterogeneous nuclear ribonucleoprotein A1 pseudogene 53
ENSG00000229536.1	ENSG00000229536	AC079776.1	NA
ENSG00000229539.1	ENSG00000229539	RP11-119B16.2	NA
ENSG00000229541.2	ENSG00000229541	GAPDHP26	glyceraldehyde 3 phosphate dehydrogenase pseudogene 26
ENSG00000229544.8	ENSG00000229544	NKX1-2	NK1 homeobox 2
ENSG00000229556.2	ENSG00000229556	NA	NA
ENSG00000229557.1	ENSG00000229557	LINC00379	long intergenic non-protein coding RNA 379
ENSG00000229558.2	ENSG00000229558	SACS-AS1	SACS antisense RNA 1
ENSG00000229559.2	ENSG00000229559	NA	NA
ENSG00000229560.1	ENSG00000229560	LYARP1	Ly1 antibody reactive pseudogene 1
ENSG00000229562.1	ENSG00000229562	ZFYVE9P1	zinc finger, FYVE domain containing 9 pseudogene 1
ENSG00000229565.1	ENSG00000229565	LOC105377391	uncharacterized LOC105377391
ENSG00000229567.1	ENSG00000229567	RP4-717I23.2	NA
ENSG00000229569.1	ENSG00000229569	RP11-481G8.2	NA
ENSG00000229570.2	ENSG00000229570	GAPDHP58	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58
ENSG00000229579.4	ENSG00000229579	USP17L26	ubiquitin specific peptidase 17-like family member 26
ENSG00000229582.3	ENSG00000229582	RP11-423C15.3	NA
ENSG00000229585.4	ENSG00000229585	RPL21P44	ribosomal protein L21 pseudogene 44
ENSG00000229586.2	ENSG00000229586	TNPO1P3	transportin 1 pseudogene 3
ENSG00000229587.2	ENSG00000229587	RP11-197P3.5	NA
ENSG00000229588.1	ENSG00000229588	RP11-479J7.2	NA
ENSG00000229589.1	ENSG00000229589	ACVR2B-AS1	ACVR2B antisense RNA 1
ENSG00000229590.3	ENSG00000229590	MSX2P1	msh homeobox 2 pseudogene 1
ENSG00000229591.1	ENSG00000229591	RP5-981O7.2	NA
ENSG00000229593.1	ENSG00000229593	SUCLA2P3	succinate-CoA ligase, ADP-forming, beta subunit pseudogene 3
ENSG00000229595.1	ENSG00000229595	RP5-1097F14.1	NA
ENSG00000229596.3	ENSG00000229596	MYL8P	myosin light chain 8, pseudogene
ENSG00000229598.1	ENSG00000229598	PRDX3P1	peroxiredoxin 3 pseudogene 1
ENSG00000229600.1	ENSG00000229600	RP11-524K14.1	NA
ENSG00000229601.1	ENSG00000229601	AL590762.10	NA
ENSG00000229604.2	ENSG00000229604	MTATP8P2	mitochondrially encoded ATP synthase 8 pseudogene 2
ENSG00000229605.5	ENSG00000229605	RP11-492M23.2	NA
ENSG00000229606.1	ENSG00000229606	RP5-827L5.1	NA
ENSG00000229607.1	ENSG00000229607	RP5-1125N11.1	NA
ENSG00000229608.1	ENSG00000229608	GOLGA2P4	golgin A2 pseudogene 4
ENSG00000229609.1	ENSG00000229609	LINC01079	long intergenic non-protein coding RNA 1079
ENSG00000229611.1	ENSG00000229611	LOC105375968	uncharacterized LOC105375968
ENSG00000229612.1	ENSG00000229612	SUMO1P2	SUMO1 pseudogene 2
ENSG00000229613.1	ENSG00000229613	LINC01501	long intergenic non-protein coding RNA 1501
ENSG00000229619.3	ENSG00000229619	MBNL1-AS1	MBNL1 antisense RNA 1
ENSG00000229622.1	ENSG00000229622	MTND5P2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 pseudogene 2
ENSG00000229626.1	ENSG00000229626	PIGCP2	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 2
ENSG00000229628.1	ENSG00000229628	AC073115.7	NA
ENSG00000229630.1	ENSG00000229630	LINC01264	long intergenic non-protein coding RNA 1264
ENSG00000229635.1	ENSG00000229635	RP4-713B5.2	NA
ENSG00000229636.2	ENSG00000229636	KRT8P21	keratin 8 pseudogene 21
ENSG00000229637.3	ENSG00000229637	PRAC2	prostate cancer susceptibility candidate 2
ENSG00000229638.1	ENSG00000229638	RPL4P4	ribosomal protein L4 pseudogene 4
ENSG00000229642.1	ENSG00000229642	AC027119.1	NA
ENSG00000229643.1	ENSG00000229643	LINC00280	long intergenic non-protein coding RNA 280
ENSG00000229644.6	ENSG00000229644	NAMPTP1	nicotinamide phosphoribosyltransferase pseudogene 1
ENSG00000229646.2	ENSG00000229646	RP11-330A16.1	NA
ENSG00000229647.1	ENSG00000229647	AC007879.7	NA
ENSG00000229648.1	ENSG00000229648	RPSAP22	ribosomal protein SA pseudogene 22
ENSG00000229649.1	ENSG00000229649	LOC101927419	uncharacterized LOC101927419
ENSG00000229652.1	ENSG00000229652	RP11-435P24.2	NA
ENSG00000229654.1	ENSG00000229654	RP1-60O19.2	NA
ENSG00000229656.5	ENSG00000229656	LOC101929475	uncharacterized LOC101929475
ENSG00000229657.2	ENSG00000229657	RP11-494K3.2	NA
ENSG00000229658.1	ENSG00000229658	PABPC1P9	poly(A) binding protein, cytoplasmic 1 pseudogene 9
ENSG00000229659.1	ENSG00000229659	RP11-345K20.2	NA
ENSG00000229660.1	ENSG00000229660	RP5-1142J19.1	NA
ENSG00000229661.1	ENSG00000229661	BUD31P2	BUD31 homolog pseudogene 2
ENSG00000229664.1	ENSG00000229664	RP11-536K7.5	NA
ENSG00000229666.1	ENSG00000229666	MAST4-AS1	MAST4 antisense RNA 1
ENSG00000229667.2	ENSG00000229667	UBE2V1P9	ubiquitin conjugating enzyme E2 variant 1 pseudogene 9
ENSG00000229668.1	ENSG00000229668	RP11-317F20.2	NA
ENSG00000229670.2	ENSG00000229670	PKP4P1	plakophilin 4 pseudogene 1
ENSG00000229671.1	ENSG00000229671	LINC01150	long intergenic non-protein coding RNA 1150
ENSG00000229672.2	ENSG00000229672	RP11-184A2.3	NA
ENSG00000229674.1	ENSG00000229674	AL121578.7	NA
ENSG00000229676.2	ENSG00000229676	ZNF492	zinc finger protein 492
ENSG00000229677.1	ENSG00000229677	RP11-383F6.1	NA
ENSG00000229679.1	ENSG00000229679	AC007327.5	NA
ENSG00000229682.1	ENSG00000229682	AC114755.5	NA
ENSG00000229686.1	ENSG00000229686	SNORD56	small nucleolar RNA, C/D box 56
ENSG00000229687.2	ENSG00000229687	RP4-654H19.2	NA
ENSG00000229688.6	ENSG00000229688	ISPD-AS1	ISPD antisense RNA 1
ENSG00000229689.3	ENSG00000229689	AC009237.8	NA
ENSG00000229692.3	ENSG00000229692	SOS1-IT1	SOS1 intronic transcript 1
ENSG00000229694.5	ENSG00000229694	RP11-305L7.6	NA
ENSG00000229695.1	ENSG00000229695	AC011242.5	NA
ENSG00000229696.1	ENSG00000229696	KARSP1	lysyl-tRNA synthetase pseudogene 1
ENSG00000229700.1	ENSG00000229700	RP1-130G2.1	NA
ENSG00000229704.1	ENSG00000229704	EIF2S2P2	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 2
ENSG00000229709.1	ENSG00000229709	USP9YP36	ubiquitin specific peptidase 9, Y-linked pseudogene 36
ENSG00000229715.4	ENSG00000229715	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3
ENSG00000229716.2	ENSG00000229716	RPL23AP19	ribosomal protein L23a pseudogene 19
ENSG00000229717.2	ENSG00000229717	RP11-556N4.1	NA
ENSG00000229719.3	ENSG00000229719	MIR194-2HG	MIR194-2 host gene
ENSG00000229720.1	ENSG00000229720	LOC101929460	uncharacterized LOC101929460
ENSG00000229721.3	ENSG00000229721	RP11-252I14.1	NA
ENSG00000229722.1	ENSG00000229722	RP11-557H15.5	NA
ENSG00000229723.1	ENSG00000229723	LINC01054	long intergenic non-protein coding RNA 1054
ENSG00000229727.5	ENSG00000229727	LOC100506274	uncharacterized LOC100506274
ENSG00000229728.1	ENSG00000229728	RP11-314N13.3	NA
ENSG00000229729.5	ENSG00000229729	RP11-159G9.5	NA
ENSG00000229733.1	ENSG00000229733	RP5-1189B24.1	NA
ENSG00000229735.1	ENSG00000229735	FTLP16	ferritin, light polypeptide pseudogene 16
ENSG00000229738.1	ENSG00000229738	AC010240.3	NA
ENSG00000229739.2	ENSG00000229739	LOC102724919	uncharacterized LOC102724919
ENSG00000229740.1	ENSG00000229740	U91324.1	NA
ENSG00000229742.1	ENSG00000229742	RP11-365O16.5	NA
ENSG00000229743.2	ENSG00000229743	LINC01159	long intergenic non-protein coding RNA 1159
ENSG00000229744.1	ENSG00000229744	AC011998.2	NA
ENSG00000229747.1	ENSG00000229747	RP11-567B20.2	NA
ENSG00000229750.1	ENSG00000229750	AC096649.2	NA
ENSG00000229751.1	ENSG00000229751	RP11-142M10.2	NA
ENSG00000229752.1	ENSG00000229752	RPL7P10	ribosomal protein L7 pseudogene 10
ENSG00000229753.1	ENSG00000229753	RP11-28P17.3	NA
ENSG00000229754.1	ENSG00000229754	CXCR2P1	chemokine (C-X-C motif) receptor 2 pseudogene 1
ENSG00000229757.2	ENSG00000229757	RP4-738P11.4	NA
ENSG00000229758.2	ENSG00000229758	DYNLT3P2	dynein, light chain, Tctex-type 3 pseudogene 2
ENSG00000229759.1	ENSG00000229759	MRPS18AP1	mitochondrial ribosomal protein S18A pseudogene 1
ENSG00000229765.2	ENSG00000229765	RP11-339A7.1	NA
ENSG00000229766.5	ENSG00000229766	RP5-971N18.3	NA
ENSG00000229769.2	ENSG00000229769	TRBV10-2	T cell receptor beta variable 10-2
ENSG00000229770.1	ENSG00000229770	CTA-796E4.4	NA
ENSG00000229771.2	ENSG00000229771	RP4-644L1.2	NA
ENSG00000229775.5	ENSG00000229775	RP11-298H24.1	NA
ENSG00000229776.1	ENSG00000229776	C2-AS1	C2 antisense RNA 1
ENSG00000229779.1	ENSG00000229779	AC016751.2	NA
ENSG00000229780.1	ENSG00000229780	UBE2Q1-AS1	UBE2Q1 antisense RNA 1
ENSG00000229781.1	ENSG00000229781	AC013444.1	NA
ENSG00000229782.1	ENSG00000229782	AC118754.4	NA
ENSG00000229785.1	ENSG00000229785	SLC25A38P1	solute carrier family 25, member 38 pseudogene 1
ENSG00000229786.1	ENSG00000229786	SNRPFP2	small nuclear ribonucleoprotein polypeptide F pseudogene 2
ENSG00000229791.1	ENSG00000229791	RP11-385E5.5	NA
ENSG00000229792.1	ENSG00000229792	LINC00399	long intergenic non-protein coding RNA 399
ENSG00000229794.2	ENSG00000229794	MTCYBP32	MT-CYB pseudogene 32
ENSG00000229795.2	ENSG00000229795	RPS21P1	ribosomal protein S21 pseudogene 1
ENSG00000229797.1	ENSG00000229797	AC140481.8	NA
ENSG00000229798.1	ENSG00000229798	KRT18P26	keratin 18 pseudogene 26
ENSG00000229800.1	ENSG00000229800	ATP8A2P2	ATPase, aminophospholipid transporter, class I, type 8A, member 2 pseudogene 2
ENSG00000229806.1	ENSG00000229806	RPS15P5	ribosomal protein S15 pseudogene 5
ENSG00000229807.8	ENSG00000229807	XIST	X inactive specific transcript (non-protein coding)
ENSG00000229808.1	ENSG00000229808	RP11-456P18.2	NA
ENSG00000229809.7	ENSG00000229809	ZNF688	zinc finger protein 688
ENSG00000229814.1	ENSG00000229814	RPL35AP21	ribosomal protein L35a pseudogene 21
ENSG00000229815.1	ENSG00000229815	CCNB1IP1P1	cyclin B1 interacting protein 1 pseudogene 1
ENSG00000229816.1	ENSG00000229816	DDX50P1	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 50 pseudogene 1
ENSG00000229817.1	ENSG00000229817	RP11-78H18.2	NA
ENSG00000229820.2	ENSG00000229820	RP1-308E4.1	NA
